,C,A,B,N,M,R,G,H,D
6841,3,0,0,0,0,1,0,1,0
6842,2,0,0,1,2,0,0,0,0
6843,3,1,0,0,0,0,0,0,0
6844,2,0,0,0,0,0,1,0,0
6845,5,0,0,0,1,0,0,0,0
6846,1,0,0,1,0,0,0,0,0
6847,6,2,0,1,1,0,0,0,0
6848,1,0,0,0,0,1,0,0,0
6849,3,1,0,0,0,0,0,1,0
6850,1,0,0,0,1,0,0,0,0
6851,1,1,0,0,1,0,0,0,0
6852,0,1,0,1,0,0,0,0,0
6853,1,0,0,2,0,0,0,0,0
6854,3,1,0,1,0,0,0,1,0
6855,0,1,0,1,0,0,0,0,0
6856,4,0,0,1,0,0,0,0,0
6857,0,1,0,0,1,0,0,0,0
6858,0,0,0,2,0,0,0,0,0
6859,0,0,0,0,0,2,0,0,0
6860,2,1,0,1,0,0,0,0,0
6861,0,1,0,0,0,1,0,0,0
6862,3,0,0,3,2,0,0,0,0
6863,0,0,0,0,1,1,0,0,0
6864,2,0,1,0,0,0,0,0,0
6865,4,0,0,0,1,1,0,0,0
6866,0,2,0,0,1,0,0,0,0
6867,0,0,0,0,1,1,0,0,0
6868,4,1,1,1,0,0,1,0,0
6869,0,0,0,1,0,2,0,0,0
6870,0,0,0,0,2,0,0,0,0
6871,4,3,0,3,0,0,0,0,0
6872,1,0,0,0,1,0,0,0,0
6873,3,1,0,2,1,0,0,0,0
6874,0,1,0,0,0,0,1,0,0
6875,0,1,0,0,1,0,0,0,0
6876,0,1,0,0,1,0,0,0,0
6877,0,1,0,1,0,0,0,0,0
6878,4,1,0,0,0,0,0,0,0
6879,5,2,0,0,1,0,0,0,0
6880,5,2,0,1,0,0,0,0,0
6881,1,1,0,0,0,0,0,0,0
6882,4,0,0,0,0,0,0,0,0
6883,2,0,0,0,0,0,0,0,0
6884,5,1,1,0,1,0,0,1,0
6885,2,0,1,1,1,0,0,0,0
6886,1,1,0,0,0,0,0,0,0
6887,1,1,0,1,0,0,0,0,1
6888,0,0,0,2,0,0,0,0,0
6889,0,1,0,0,0,1,0,0,0
6890,8,1,0,0,0,0,1,0,0
6891,0,0,0,1,1,1,0,0,0
6892,0,0,0,1,0,1,0,0,0
6893,0,1,0,0,0,1,0,0,1
6894,0,0,0,0,1,1,0,0,0
6895,1,1,0,0,0,0,0,0,0
6896,2,0,0,0,0,0,0,0,0
6897,0,1,0,0,0,1,0,0,0
6898,0,0,0,1,0,2,0,0,0
6899,0,1,0,0,0,1,0,0,0
6900,4,0,0,0,0,0,0,0,0
6901,0,0,0,0,0,2,0,0,0
6902,1,1,0,0,0,0,0,0,0
6903,1,0,0,1,0,0,0,0,0
6904,2,1,0,0,0,0,0,0,0
6905,2,2,0,2,1,0,0,0,0
6906,5,2,1,0,1,0,0,1,0
6907,0,0,1,0,0,1,0,0,0
6908,1,0,0,0,1,0,0,0,0
6909,4,1,0,0,0,0,0,0,0
6910,2,1,0,1,0,0,0,0,0
6911,0,0,0,0,2,0,0,0,0
6912,0,1,0,0,2,0,0,0,0
6913,0,0,0,1,1,0,0,0,0
6914,3,0,0,0,0,0,0,0,0
6915,4,1,0,0,0,0,0,0,0
6916,0,1,0,0,0,0,0,1,0
6917,3,1,1,4,1,0,0,0,0
6918,5,1,0,0,0,0,0,0,0
6919,0,3,0,0,0,0,0,0,0
6920,0,0,0,2,0,0,0,0,1
6921,2,0,0,1,1,0,0,0,0
6922,2,1,0,1,0,0,0,0,0
6923,0,0,0,0,1,1,0,0,0
6924,4,2,0,0,0,0,0,0,0
6925,0,0,0,1,0,1,0,0,0
6926,1,1,0,1,1,0,0,0,0
6927,0,1,0,0,0,1,0,0,0
6928,1,0,0,0,1,0,0,0,0
6929,1,0,0,0,0,0,0,0,1
6930,1,0,0,1,1,0,0,0,0
6931,0,1,0,1,0,1,0,0,0
6932,3,1,0,0,3,0,0,0,0
6933,3,1,1,0,0,0,0,0,0
6934,4,1,0,0,0,0,0,0,0
6935,0,1,0,1,0,0,0,0,0
6936,0,1,0,1,0,0,0,0,0
6937,2,0,0,0,1,0,0,0,0
6938,0,0,0,0,0,2,0,0,0
6939,3,2,1,3,0,0,1,0,0
6940,0,1,0,0,0,1,0,0,0
6941,1,1,0,0,0,0,0,0,0
6942,0,0,0,0,1,1,0,0,0
6943,4,0,1,0,0,0,0,0,0
6944,0,0,0,3,1,0,0,0,0
6945,3,2,0,0,1,0,0,0,0
6946,3,1,0,0,0,0,0,0,0
6947,2,0,0,0,0,0,0,0,0
6948,5,2,0,0,1,0,0,0,0
6949,0,0,0,2,0,1,0,0,0
6950,0,0,0,0,0,2,0,0,0
6951,0,0,0,1,0,2,0,0,0
6952,2,3,0,0,1,1,0,0,0
6953,0,2,0,0,0,1,0,0,0
6954,3,0,0,0,1,0,0,0,0
6955,2,1,0,0,0,0,0,0,0
6956,2,1,1,0,1,0,0,0,0
6957,3,1,0,0,0,0,0,0,0
6958,2,1,0,0,0,0,0,0,0
6959,0,0,1,0,0,1,0,0,0
6960,0,0,0,0,0,1,0,0,1
6961,2,0,1,0,0,0,0,0,0
6962,2,1,1,0,0,0,0,0,0
6963,4,0,1,1,0,0,0,1,0
6964,1,0,0,0,0,1,0,0,0
6965,0,0,0,1,0,1,0,0,0
6966,3,1,0,0,1,0,0,0,0
6967,3,0,1,1,0,0,0,0,0
6968,0,1,0,0,0,2,0,0,0
6969,0,1,0,1,0,0,0,0,0
6970,3,0,0,0,0,0,0,0,0
6971,2,2,0,1,0,0,0,0,0
6972,0,0,0,2,0,0,0,0,0
6973,2,0,0,0,0,0,0,0,0
6974,2,0,0,0,0,0,0,0,0
6975,0,0,0,1,0,1,0,0,0
6976,2,2,0,1,0,0,0,0,0
6977,1,0,0,0,2,0,0,0,0
6978,0,0,0,1,1,3,0,0,0
6979,2,0,0,0,0,0,0,0,0
6980,0,0,0,1,1,0,0,0,0
6981,5,1,0,0,0,0,0,0,0
6982,0,0,0,1,1,0,0,0,0
6983,2,2,1,1,1,0,0,0,0
6984,3,1,0,0,0,0,0,0,0
6985,0,2,0,0,0,0,0,0,0
6986,5,1,1,0,0,0,1,0,0
6987,0,0,0,2,0,0,0,0,0
6988,3,5,0,0,0,0,0,0,0
6989,3,0,0,1,1,0,0,0,0
6990,0,0,0,0,1,0,0,0,1
6991,1,1,1,0,1,2,0,0,0
6992,4,2,0,0,0,0,0,0,0
6993,0,0,0,0,0,2,0,0,0
6994,4,1,0,0,0,0,0,0,0
6995,5,3,0,1,0,0,0,0,0
6996,3,0,0,1,0,0,0,0,0
6997,0,0,0,1,2,0,0,0,0
6998,2,0,0,0,1,0,0,0,0
6999,3,2,0,0,1,0,0,0,0
7000,3,2,1,0,1,0,0,0,0
7001,1,2,0,1,1,0,0,0,0
7002,6,1,1,0,0,0,0,0,0
7003,4,1,0,0,0,0,0,0,0
7004,4,0,0,0,0,0,0,0,0
7005,0,2,0,1,0,0,0,0,0
7006,1,0,0,0,2,0,0,0,0
7007,4,1,1,1,0,0,0,0,0
7008,4,2,0,1,1,0,0,0,0
7009,0,0,0,1,0,1,0,0,0
7010,5,3,0,0,1,0,0,0,0
7011,2,0,0,0,0,1,0,0,0
7012,5,1,1,0,0,1,0,0,0
7013,3,2,0,2,0,0,0,0,0
7014,2,0,0,0,0,0,0,0,0
7015,4,1,0,0,0,1,0,0,0
7016,2,0,0,0,2,0,0,0,0
7017,4,2,0,1,0,1,0,0,0
7018,3,1,0,0,0,0,0,0,0
7019,1,0,0,1,0,0,0,0,0
7020,2,0,0,0,0,0,0,0,0
7021,4,0,0,0,0,0,0,0,0
7022,2,0,0,1,0,0,0,0,0
7023,3,0,0,1,0,0,0,0,0
7024,4,2,1,0,1,0,0,0,0
7025,1,1,0,0,1,1,0,0,0
7026,0,1,0,1,2,0,0,0,0
7027,1,0,1,0,0,0,0,0,0
7028,4,0,1,0,0,0,0,0,0
7029,4,1,0,0,0,0,0,0,0
7030,2,0,0,0,0,0,0,0,0
7031,3,1,0,0,0,0,0,0,0
7032,0,0,0,1,1,0,0,0,0
7033,4,1,0,1,1,0,0,0,0
7034,3,4,0,0,1,0,0,0,0
7035,3,0,0,0,0,0,0,0,0
7036,1,0,0,0,1,0,0,0,0
7037,3,1,0,0,0,0,0,0,0
7038,0,1,0,0,1,1,0,0,0
7039,2,1,1,0,0,0,0,0,0
7040,3,2,0,1,0,0,0,0,0
7041,2,1,0,1,1,0,0,0,0
7042,2,2,0,2,0,1,0,0,0
7043,4,1,0,0,0,0,0,0,0
7044,0,1,0,0,1,1,0,0,0
7045,1,0,0,2,0,0,0,0,0
7046,4,2,0,0,0,0,0,0,0
7047,2,1,0,0,0,0,0,0,0
7048,4,0,0,0,0,0,0,0,0
7049,0,2,1,0,1,0,0,0,0
7050,2,0,0,0,0,1,0,0,0
7051,6,1,0,0,0,0,0,0,0
7052,1,0,0,0,2,0,0,0,0
7053,6,1,0,1,0,0,0,0,0
7054,0,2,0,0,0,0,0,0,0
7055,4,0,0,0,0,0,0,0,0
7056,0,0,0,1,1,0,0,0,0
7057,4,1,1,0,0,0,0,0,0
7058,0,0,0,1,2,0,0,0,0
7059,0,1,0,0,0,0,1,0,0
7060,1,1,0,1,0,0,0,0,0
7061,4,2,0,0,0,0,0,0,0
7062,0,1,0,0,1,2,0,0,0
7063,3,0,1,0,0,0,0,0,0
7064,4,0,1,0,1,0,1,0,0
7065,1,1,1,0,1,0,0,0,0
7066,1,0,0,1,0,0,0,0,0
7067,2,2,0,0,0,0,0,0,0
7068,3,0,0,0,0,0,0,0,0
7069,3,1,0,0,0,0,0,0,0
7070,2,0,0,1,0,0,0,0,0
7071,2,1,1,0,0,0,0,0,0
7072,4,1,1,0,1,0,0,0,0
7073,3,0,0,0,0,0,0,0,0
7074,5,0,1,1,1,0,0,0,0
7075,0,2,0,0,0,0,0,0,0
7076,5,1,0,0,0,0,0,0,0
7077,2,1,0,0,0,0,0,0,0
7078,3,1,1,3,0,0,0,0,0
7079,0,1,0,0,2,0,0,0,0
7080,0,0,0,0,0,2,0,0,0
7081,0,0,0,2,1,0,0,0,0
7082,2,1,0,1,0,0,0,0,0
7083,1,0,0,0,1,1,0,0,0
7084,2,1,0,1,1,1,0,0,0
7085,1,2,0,0,0,0,0,0,0
7086,0,0,0,0,0,2,0,0,0
7087,2,1,0,2,0,0,0,0,0
7088,0,0,1,0,0,1,0,0,0
7089,0,0,0,1,1,0,0,0,0
7090,1,1,0,0,0,1,0,0,0
7091,0,0,1,2,0,0,0,0,0
7092,1,0,1,1,0,0,0,0,0
7093,3,0,0,0,1,0,0,0,0
7094,4,0,0,0,0,0,0,0,0
7095,1,1,0,0,0,0,0,0,0
7096,0,3,0,0,0,1,1,0,0
7097,0,0,0,2,0,0,0,0,0
7098,1,1,0,1,0,0,0,0,0
7099,0,0,0,1,0,1,0,0,0
7100,1,0,0,1,0,0,0,0,0
7101,0,0,0,1,1,1,0,0,0
7102,1,0,0,0,0,1,0,0,0
7103,3,1,0,1,0,0,0,0,0
7104,1,0,0,1,0,0,0,0,0
7105,4,2,0,3,0,0,0,0,0
7106,0,1,0,0,0,1,0,0,0
7107,3,0,0,0,2,0,0,0,0
7108,1,1,0,1,0,0,0,0,0
7109,3,0,0,0,0,0,0,0,0
7110,4,1,0,1,1,0,0,0,0
7111,0,2,0,0,0,1,0,0,0
7112,0,1,0,0,1,0,0,0,0
7113,0,1,0,2,0,1,0,0,0
7114,0,2,0,0,0,0,0,0,0
7115,4,0,1,0,1,0,0,0,0
7116,0,0,0,1,0,1,0,0,0
7117,0,1,0,0,2,0,0,0,0
7118,1,0,0,1,0,0,0,0,0
7119,2,0,0,3,0,0,0,0,0
7120,2,0,0,0,0,0,0,0,0
7121,3,2,0,1,2,0,0,0,0
7122,0,2,0,0,0,0,0,0,0
7123,0,1,1,1,0,1,0,0,0
7124,1,1,1,0,1,0,0,0,0
7125,3,0,0,0,0,0,0,0,1
7126,2,2,0,0,0,0,0,0,0
7127,2,1,0,0,0,0,0,0,0
7128,0,0,0,0,2,0,0,0,0
7129,2,0,0,0,0,0,0,0,0
7130,0,0,0,0,0,2,0,0,0
7131,2,2,1,1,2,0,0,0,0
7132,5,2,1,0,1,0,0,0,0
7133,1,1,0,2,1,0,0,0,0
7134,3,0,0,3,1,0,0,0,0
7135,3,0,0,0,0,0,0,0,0
7136,2,0,0,1,0,0,0,0,0
7137,0,1,0,1,1,0,0,0,0
7138,2,0,0,0,0,0,0,0,0
7139,0,0,0,2,0,0,0,0,0
7140,6,1,1,0,0,0,0,0,0
7141,4,1,0,0,0,0,0,0,0
7142,2,0,0,0,0,0,0,0,0
7143,0,1,0,0,0,2,0,0,0
7144,1,3,0,0,0,0,0,0,0
7145,0,0,0,0,2,0,0,0,0
7146,0,1,1,2,0,0,1,0,0
7147,0,1,0,0,0,2,0,0,0
7148,1,0,1,0,0,0,0,0,0
7149,2,1,0,0,0,0,0,0,0
7150,2,1,1,0,0,0,0,0,0
7151,0,1,0,1,0,0,0,0,0
7152,4,0,0,0,0,0,0,0,0
7153,5,0,0,1,0,0,0,0,0
7154,1,1,0,0,0,0,0,0,0
7155,0,1,0,0,0,1,0,0,0
7156,1,0,0,0,0,0,0,1,0
7157,1,1,0,0,0,0,0,0,0
7158,0,2,0,1,0,0,0,0,0
7159,2,3,1,3,0,0,0,1,0
7160,0,1,0,0,2,0,0,0,0
7161,2,0,0,0,0,0,0,0,0
7162,0,1,0,0,1,0,0,0,0
7163,2,2,0,1,0,0,0,0,0
7164,0,0,1,0,1,0,0,0,0
7165,5,2,0,0,0,0,0,0,0
7166,0,2,0,0,0,0,0,0,0
7167,3,0,1,1,0,0,0,0,0
7168,2,0,0,0,0,0,0,0,0
7169,2,0,0,0,0,0,0,0,0
7170,0,1,0,0,0,1,0,0,0
7171,2,0,1,0,0,0,0,0,0
7172,1,2,0,0,0,0,0,0,0
7173,0,0,0,1,1,0,0,0,0
7174,3,0,0,0,0,0,0,0,0
7175,0,0,0,1,0,2,0,0,0
7176,0,0,0,0,0,2,0,0,0
7177,0,0,0,1,1,1,0,0,0
7178,1,1,0,0,1,0,0,0,0
7179,3,0,0,0,2,0,0,0,0
7180,0,0,0,0,1,1,0,0,0
7181,0,2,0,0,0,0,0,0,0
7182,3,1,1,0,1,0,0,0,0
7183,1,1,0,0,0,0,0,0,0
7184,2,0,0,0,0,0,0,0,0
7185,3,0,0,1,0,0,0,0,0
7186,5,3,1,0,1,0,0,0,0
7187,5,1,1,0,0,0,0,0,0
7188,0,0,0,0,2,0,0,0,0
7189,3,0,0,0,0,0,0,0,0
7190,2,0,0,0,0,0,0,0,0
7191,4,0,0,0,0,0,0,0,0
7192,0,0,0,0,0,2,0,0,0
7193,3,3,0,1,3,0,0,0,0
7194,0,0,0,0,2,0,0,0,0
7195,0,0,0,1,2,0,0,0,0
7196,0,0,0,1,0,1,0,0,0
7197,2,0,0,0,0,0,0,0,0
7198,5,0,1,1,0,0,0,0,0
7199,0,0,0,1,0,1,0,0,0
7200,4,0,0,0,0,0,0,0,0
7201,3,1,1,1,0,0,0,0,0
7202,1,0,0,0,0,1,0,0,0
7203,1,0,0,0,1,0,0,0,0
7204,0,1,0,1,0,0,0,0,0
7205,3,1,1,0,0,0,0,0,0
7206,0,1,1,0,0,0,0,0,0
7207,2,0,0,0,0,0,0,0,0
7208,0,0,1,0,0,0,0,1,0
7209,1,2,0,1,0,0,0,0,0
7210,2,0,0,0,0,0,0,0,0
7211,4,0,0,0,0,0,0,0,0
7212,5,1,0,0,0,0,0,0,0
7213,0,1,1,1,0,0,0,0,0
7214,1,1,0,0,0,0,0,0,0
7215,2,0,0,0,0,0,0,0,0
7216,0,0,0,1,1,1,0,0,0
7217,1,0,0,1,0,0,0,0,0
7218,1,1,0,0,1,0,0,0,0
7219,3,0,0,0,0,0,0,0,0
7220,1,0,0,1,0,0,0,0,0
7221,4,2,0,0,0,1,0,0,0
7222,3,1,1,0,0,1,0,0,0
7223,2,0,0,0,0,0,0,0,0
7224,0,1,1,0,0,0,0,0,0
7225,2,0,1,2,1,0,0,0,0
7226,1,2,1,0,0,1,0,0,0
7227,4,1,0,0,1,0,0,0,0
7228,0,0,0,0,1,1,0,0,0
7229,3,3,0,0,0,0,0,0,0
7230,4,1,1,0,0,0,0,0,0
7231,2,0,0,0,1,0,0,0,0
7232,2,2,0,0,1,0,1,0,0
7233,0,0,0,1,1,0,0,0,1
7234,0,1,1,0,0,0,0,0,0
7235,2,0,0,1,0,0,0,0,0
7236,3,1,0,0,0,1,0,0,0
7237,2,0,1,0,0,0,0,0,0
7238,2,5,0,1,0,2,0,0,0
7239,4,0,0,0,0,1,0,0,0
7240,0,0,0,0,0,2,0,0,0
7241,0,0,0,0,2,0,0,0,0
7242,0,1,0,0,1,0,0,0,0
7243,1,1,0,0,0,0,0,0,0
7244,2,0,0,1,0,0,0,0,0
7245,0,0,0,1,0,1,0,0,0
7246,2,0,0,0,0,0,0,0,0
7247,3,1,0,0,0,0,0,0,0
7248,0,0,0,2,1,0,0,0,0
7249,3,1,0,0,0,0,0,0,0
7250,0,0,0,1,1,0,0,0,0
7251,3,1,0,0,0,0,0,0,0
7252,0,0,0,1,1,0,0,0,0
7253,4,0,1,0,0,0,0,0,0
7254,2,1,0,1,0,0,0,0,0
7255,1,2,0,0,0,0,0,0,0
7256,3,0,0,1,0,0,0,0,0
7257,1,0,0,0,2,0,0,0,0
7258,3,2,0,1,0,0,0,0,0
7259,1,0,0,0,1,0,0,0,0
7260,1,1,1,0,0,0,0,0,0
7261,2,1,0,1,0,0,0,0,0
7262,0,1,0,0,2,0,0,0,0
7263,4,1,0,0,0,0,0,0,0
7264,2,0,1,1,0,0,0,0,0
7265,3,1,0,0,0,0,0,0,0
7266,0,0,0,0,0,2,0,0,0
7267,2,0,1,0,0,1,0,0,0
7268,4,2,1,0,0,0,0,0,0
7269,2,0,0,0,0,0,0,0,0
7270,3,0,0,0,1,0,0,0,0
7271,3,2,0,2,2,0,0,0,0
7272,2,0,0,0,0,0,1,0,0
7273,0,0,0,2,0,0,0,0,0
7274,0,2,0,0,0,0,0,0,0
7275,0,0,0,2,1,0,0,0,0
7276,5,0,0,0,0,0,0,0,0
7277,0,0,1,0,0,1,0,0,0
7278,7,2,0,0,1,0,0,0,0
7279,0,0,0,0,0,2,0,0,0
7280,2,0,0,1,1,0,0,0,0
7281,5,3,1,0,1,0,0,0,0
7282,0,0,0,2,0,0,0,0,0
7283,0,1,1,0,0,0,0,0,0
7284,0,0,0,1,1,0,0,0,0
7285,1,0,0,1,0,0,0,0,0
7286,0,0,0,0,0,2,0,0,0
7287,1,0,1,0,0,0,0,0,0
7288,5,2,0,1,1,0,0,1,0
7289,0,0,0,1,1,1,0,0,0
7290,5,1,1,0,0,0,0,0,0
7291,3,2,0,1,0,0,0,0,0
7292,0,0,0,1,1,0,0,0,0
7293,1,2,0,0,0,0,0,0,0
7294,0,1,0,0,0,2,0,0,0
7295,7,1,1,0,1,0,0,0,0
7296,0,0,0,1,0,1,0,0,0
7297,3,0,1,0,0,0,0,0,0
7298,1,1,0,0,0,0,0,0,0
7299,3,1,0,0,1,0,0,0,0
7300,1,0,1,0,0,0,0,1,0
7301,1,1,0,0,0,0,0,0,0
7302,0,1,0,0,2,0,0,0,0
7303,3,1,0,0,0,0,0,0,0
7304,2,4,1,0,0,0,0,0,0
7305,6,1,0,0,0,0,0,0,0
7306,1,2,0,0,0,0,0,0,0
7307,5,1,1,0,0,0,0,0,0
7308,2,0,0,1,0,0,0,0,0
7309,0,1,0,1,0,0,0,0,0
7310,0,1,0,0,0,1,0,0,0
7311,0,0,0,2,0,0,0,0,0
7312,2,1,0,0,0,0,0,0,0
7313,4,0,1,0,0,0,1,0,0
7314,3,2,1,0,0,0,0,0,0
7315,0,0,0,0,1,1,0,0,0
7316,5,1,1,0,0,0,0,1,0
7317,1,1,0,0,1,0,0,0,0
7318,0,0,0,2,1,0,0,0,0
7319,0,2,0,0,0,0,0,1,0
7320,2,1,0,1,1,0,0,0,0
7321,3,0,0,0,0,0,0,0,0
7322,1,1,1,1,0,0,0,0,0
7323,0,0,0,0,1,1,0,0,0
7324,5,3,0,1,1,0,0,0,0
7325,5,1,0,0,0,1,0,0,0
7326,3,0,1,0,0,0,0,0,0
7327,2,0,0,3,0,1,0,0,0
7328,1,2,0,1,0,0,0,0,0
7329,0,1,1,0,0,0,0,0,0
7330,0,2,0,1,0,0,0,0,0
7331,1,0,1,0,0,0,0,0,0
7332,0,0,0,2,0,0,0,0,0
7333,4,2,0,1,2,0,0,0,0
7334,1,0,0,0,0,0,1,0,0
7335,3,0,0,3,0,0,0,1,0
7336,4,2,0,0,1,0,0,0,0
7337,0,1,1,0,0,0,0,0,0
7338,4,2,0,0,0,0,0,0,0
7339,4,0,1,0,0,0,1,0,0
7340,3,1,0,0,0,0,0,0,0
7341,0,1,0,1,0,0,0,0,0
7342,0,2,0,1,0,0,0,0,0
7343,0,2,0,0,1,0,0,0,0
7344,0,1,0,0,0,2,0,0,0
7345,2,1,1,0,0,0,0,0,0
7346,4,0,0,0,1,0,0,0,0
7347,2,2,0,0,0,0,0,0,0
7348,0,1,0,0,0,1,0,0,0
7349,0,1,0,0,1,1,0,0,0
7350,3,1,1,0,0,0,0,0,0
7351,4,1,0,0,0,0,0,0,0
7352,2,0,0,1,0,0,0,0,0
7353,0,1,0,0,1,0,0,0,0
7354,2,3,0,0,1,1,0,0,0
7355,4,1,0,0,0,1,1,0,0
7356,2,0,0,0,1,0,0,0,0
7357,2,2,0,0,0,0,0,0,0
7358,0,1,0,0,1,0,0,0,0
7359,1,1,0,0,1,0,0,0,0
7360,3,1,1,0,1,0,0,0,0
7361,2,0,0,0,0,0,0,0,0
7362,0,1,1,0,0,0,0,0,0
7363,3,2,1,0,0,2,0,0,0
7364,1,0,0,1,0,0,0,0,0
7365,3,0,0,0,1,0,0,0,0
7366,5,2,0,0,2,0,0,0,1
7367,0,0,0,1,0,1,0,0,0
7368,2,0,0,0,0,0,0,0,0
7369,2,0,1,0,0,0,0,0,0
7370,0,0,0,0,2,0,0,0,0
7371,4,0,0,0,0,0,0,0,0
7372,0,2,0,0,0,0,0,0,0
7373,1,1,0,1,0,0,0,0,0
7374,2,1,0,0,0,0,0,0,0
7375,2,1,0,1,0,0,0,0,0
7376,4,0,0,0,0,0,0,0,0
7377,1,0,0,0,0,0,1,0,0
7378,1,1,0,1,1,0,0,0,0
7379,1,0,1,0,0,0,0,0,0
7380,1,0,0,0,0,1,0,0,0
7381,0,1,0,0,1,1,0,0,0
7382,0,2,0,0,1,0,0,0,0
7383,3,0,0,0,0,0,0,0,0
7384,0,0,0,0,0,2,0,0,0
7385,0,0,0,1,2,0,0,0,0
7386,2,1,0,0,0,1,0,0,0
7387,2,0,0,0,0,0,0,1,0
7388,3,0,1,0,0,1,0,0,0
7389,4,1,0,1,0,0,0,0,0
7390,5,0,0,0,1,0,0,0,0
7391,4,0,0,0,0,0,1,0,0
7392,2,2,0,2,1,0,0,0,0
7393,2,1,0,0,0,0,0,0,0
7394,5,0,0,0,0,0,0,0,0
7395,0,2,0,0,0,2,0,0,0
7396,3,0,0,1,0,0,0,0,0
7397,1,2,0,0,0,0,0,0,0
7398,3,0,0,0,0,0,0,0,0
7399,1,0,0,0,1,0,0,0,0
7400,2,1,0,0,0,0,0,0,0
7401,2,1,0,0,0,0,0,0,0
7402,0,0,0,1,1,0,0,0,0
7403,2,3,1,0,0,0,0,0,0
7404,2,1,0,0,1,0,0,0,0
7405,0,0,0,1,1,0,0,0,0
7406,4,2,0,1,0,0,0,0,0
7407,0,1,0,2,0,0,0,0,0
7408,0,0,0,0,0,2,0,0,0
7409,3,0,0,0,1,0,0,0,0
7410,0,0,0,1,1,0,0,0,0
7411,2,1,0,0,1,0,0,0,0
7412,1,1,0,1,0,0,0,0,0
7413,3,0,0,0,0,0,0,0,0
7414,2,1,0,0,0,0,0,0,0
7415,0,2,0,0,0,0,0,0,0
7416,1,0,0,1,0,1,0,0,0
7417,3,0,0,0,1,0,0,0,0
7418,2,0,0,0,0,0,0,0,0
7419,1,0,0,0,1,0,0,0,0
7420,3,0,0,0,1,0,0,0,1
7421,3,3,1,0,0,0,0,0,0
7422,0,0,0,0,1,0,0,1,0
7423,3,0,0,0,0,0,0,0,0
7424,0,2,0,0,0,0,0,0,0
7425,3,0,0,0,1,0,0,0,0
7426,3,1,0,0,0,0,0,0,0
7427,1,0,1,0,0,1,0,0,0
7428,0,0,0,0,1,1,0,0,0
7429,3,1,0,0,0,0,0,0,1
7430,2,2,1,0,0,0,0,0,0
7431,0,0,0,0,1,0,1,0,0
7432,3,1,0,0,0,0,0,0,0
7433,3,2,0,0,1,0,0,0,0
7434,1,1,0,0,0,0,0,0,0
7435,0,0,0,0,0,2,0,0,0
7436,2,0,0,1,0,0,0,0,0
7437,0,1,0,0,0,1,0,0,0
7438,0,0,0,1,0,1,0,0,0
7439,3,0,0,0,0,0,0,0,0
7440,2,1,0,0,0,0,0,0,0
7441,0,2,0,0,0,0,0,0,0
7442,0,0,0,0,0,2,0,0,0
7443,0,0,1,1,0,0,0,0,0
7444,0,0,0,0,0,2,0,0,0
7445,1,1,0,0,0,0,0,0,0
7446,5,2,1,1,1,0,0,0,0
7447,5,2,0,0,1,0,0,0,1
7448,1,3,0,0,1,0,0,0,0
7449,4,1,0,2,0,0,0,0,0
7450,4,1,0,1,0,0,0,0,0
7451,2,2,0,1,0,0,0,0,0
7452,2,2,0,2,0,0,0,0,0
7453,5,0,0,0,0,0,0,0,0
7454,3,0,0,1,0,0,0,0,1
7455,6,1,0,0,0,0,0,0,0
7456,2,0,0,0,0,0,0,0,0
7457,1,1,0,1,1,0,0,0,0
7458,0,1,0,1,0,0,0,0,0
7459,2,4,0,0,0,0,0,0,0
7460,1,1,0,1,0,0,1,0,0
7461,2,0,0,0,0,0,0,0,0
7462,2,2,0,0,0,0,0,0,0
7463,3,0,0,0,0,1,0,0,0
7464,1,3,0,0,0,0,0,0,0
7465,2,0,0,0,1,0,0,0,0
7466,0,2,0,0,1,0,0,0,0
7467,2,1,1,0,0,0,0,0,0
7468,3,1,0,0,1,0,0,0,0
7469,2,1,1,0,0,1,0,0,0
7470,2,1,1,0,0,0,0,0,0
7471,4,0,0,0,0,0,0,0,0
7472,0,2,0,1,0,1,0,0,0
7473,4,2,0,0,0,0,0,0,0
7474,4,2,0,0,1,0,0,0,0
7475,0,0,0,0,1,1,0,0,0
7476,4,1,0,0,0,0,0,0,0
7477,1,1,0,0,0,0,1,0,0
7478,3,1,1,0,0,0,0,0,0
7479,3,0,0,0,0,0,0,0,0
7480,3,1,1,0,0,0,0,0,0
7481,1,2,0,0,0,0,0,0,0
7482,2,0,0,0,0,0,0,0,0
7483,2,1,0,0,1,1,0,0,0
7484,2,0,0,1,0,0,0,0,0
7485,2,0,0,2,0,0,0,0,1
7486,4,3,1,0,1,0,0,0,0
7487,4,0,0,0,0,0,0,0,0
7488,6,1,0,1,0,0,0,0,0
7489,2,1,0,0,1,0,0,1,0
7490,2,1,0,0,0,0,0,0,0
7491,5,0,0,1,1,0,0,0,0
7492,3,2,0,0,0,0,0,0,0
7493,1,1,0,0,0,0,0,0,0
7494,1,1,0,0,0,1,0,0,1
7495,3,3,1,1,0,0,0,0,0
7496,5,1,1,2,1,0,0,0,0
7497,7,0,1,2,0,0,0,0,0
7498,2,0,0,1,0,0,0,0,0
7499,2,2,0,1,0,0,0,0,0
7500,6,0,0,2,0,0,1,0,0
7501,0,2,0,0,0,0,0,0,0
7502,2,2,0,2,0,0,0,0,0
7503,6,0,0,1,1,0,0,0,0
7504,5,1,0,0,0,0,0,0,0
7505,2,0,0,0,0,0,0,0,0
