,C,A,B,N,M,R,G,H,D
94937,0,0,0,1,1,0,0,0,0
94938,6,4,0,0,0,0,0,0,0
94939,1,0,0,1,0,0,0,0,0
94940,0,1,0,1,0,0,0,0,0
94941,0,1,0,0,2,0,0,0,0
94942,0,0,1,1,0,0,0,0,0
94943,3,0,0,0,0,0,0,0,0
94944,4,1,0,0,1,0,0,0,0
94945,3,0,0,0,1,0,0,0,0
94946,4,0,0,0,1,0,0,0,0
94947,0,0,0,1,0,1,0,0,0
94948,0,0,0,0,0,2,0,0,0
94949,1,0,1,1,0,0,0,0,0
94950,2,0,0,0,1,0,0,0,0
94951,1,1,0,1,0,0,0,0,0
94952,0,2,0,0,1,0,0,0,0
94953,3,2,0,0,1,0,0,0,0
94954,0,0,0,0,0,2,0,0,0
94955,0,2,0,0,0,0,0,0,0
94956,3,0,0,0,0,0,0,0,0
94957,4,2,0,0,0,0,0,0,0
94958,3,0,0,0,0,0,0,0,0
94959,0,0,1,0,1,0,0,0,0
94960,1,1,0,1,0,0,0,0,0
94961,0,0,0,0,2,0,0,0,0
94962,4,0,0,0,0,0,1,0,0
94963,4,1,0,0,1,0,0,1,0
94964,3,1,1,0,1,0,0,0,0
94965,3,3,0,1,0,0,0,0,1
94966,3,3,0,1,0,0,0,0,0
94967,1,1,0,0,0,0,0,0,0
94968,0,1,0,1,0,0,0,0,0
94969,3,1,1,1,0,0,0,0,0
94970,5,1,1,1,1,0,0,0,0
94971,5,1,1,1,1,0,0,0,0
94972,1,0,0,1,1,0,0,1,0
94973,2,1,0,0,0,0,0,0,0
94974,3,1,1,4,1,0,0,0,0
94975,4,1,0,0,0,0,0,0,0
94976,0,1,0,1,0,0,0,0,0
94977,3,1,0,0,0,0,0,0,0
94978,1,1,0,0,0,0,0,0,0
94979,1,0,0,0,0,0,0,0,1
94980,0,1,0,0,0,0,0,1,0
94981,4,1,0,0,0,0,0,0,0
94982,4,2,0,0,0,0,0,0,0
94983,3,0,0,0,1,0,0,0,0
94984,0,0,1,0,1,0,0,0,0
94985,4,1,0,0,0,0,0,0,0
94986,0,0,0,0,2,0,0,0,0
94987,5,3,1,1,0,0,0,0,0
94988,0,1,0,1,1,0,0,0,0
94989,0,0,0,1,0,1,0,0,0
94990,0,0,0,0,2,0,0,0,0
94991,2,0,0,0,0,0,0,0,0
94992,1,1,0,0,0,0,0,0,0
94993,2,1,0,0,0,0,0,0,0
94994,4,1,0,1,0,0,0,0,0
94995,3,1,0,0,1,0,0,0,0
94996,3,0,0,0,0,0,0,0,0
94997,2,0,0,1,0,0,0,0,0
94998,1,1,0,0,0,0,1,0,0
94999,3,1,0,0,0,0,0,0,0
95000,2,1,1,0,1,0,1,0,0
95001,2,0,0,1,0,0,0,0,0
95002,0,0,0,1,1,1,0,0,0
95003,2,2,1,0,2,0,1,1,0
95004,5,0,0,0,0,0,0,0,0
95005,0,0,0,2,0,1,0,0,0
95006,4,1,0,0,0,0,0,0,0
95007,2,0,0,0,0,0,0,0,0
95008,6,1,1,0,1,0,0,0,0
95009,2,1,1,1,0,0,0,0,0
95010,3,2,0,1,0,0,0,0,0
95011,2,1,1,0,0,0,0,0,0
95012,2,2,1,1,0,0,0,0,0
95013,1,1,0,0,0,0,0,0,0
95014,0,0,0,0,2,0,0,0,0
95015,3,0,0,0,0,0,0,0,0
95016,4,2,0,0,0,1,0,0,0
95017,3,1,1,0,1,0,0,0,0
95018,3,3,0,0,0,0,0,0,0
95019,2,0,0,1,0,0,0,0,0
95020,4,0,1,1,0,0,0,0,0
95021,4,1,1,0,0,0,0,0,0
95022,4,0,0,0,0,0,0,0,0
95023,0,2,0,1,0,0,0,0,0
95024,0,1,0,1,1,0,0,0,0
95025,2,0,0,3,0,0,0,0,0
95026,0,0,1,1,0,0,0,0,0
95027,2,1,0,0,0,0,0,0,0
95028,5,0,0,0,0,0,0,0,0
95029,0,0,0,1,0,0,0,0,1
95030,1,1,0,1,0,0,0,0,0
95031,2,1,0,0,0,0,0,0,0
95032,4,1,0,0,1,0,0,0,0
95033,3,1,0,0,0,0,0,0,0
95034,5,2,1,2,0,0,0,0,0
95035,0,2,0,0,0,0,0,0,0
95036,0,0,0,1,0,1,0,0,0
95037,3,1,0,0,0,0,0,0,0
95038,4,1,0,0,0,0,0,0,0
95039,1,0,0,1,0,0,0,0,0
95040,1,0,0,0,0,0,0,1,0
95041,1,1,0,0,0,0,1,0,0
95042,3,2,0,2,1,0,0,0,0
95043,0,0,0,0,1,1,0,0,0
95044,2,1,0,0,0,0,0,0,0
95045,5,0,1,0,1,0,0,1,0
95046,3,0,0,0,0,0,0,0,0
95047,0,0,0,1,1,0,0,0,0
95048,2,2,0,0,0,0,0,0,0
95049,1,2,1,0,0,0,0,0,0
95050,4,1,1,0,0,0,0,0,0
95051,2,1,0,0,0,0,0,0,0
95052,0,0,1,1,0,0,0,0,0
95053,3,1,1,0,1,0,0,0,0
95054,2,0,0,0,0,0,0,0,0
95055,3,2,0,1,1,0,0,0,0
95056,5,1,0,0,0,0,0,0,0
95057,0,1,0,0,1,0,0,0,0
95058,2,1,1,0,0,0,0,0,0
95059,3,1,0,0,0,0,0,0,0
95060,2,0,1,0,0,0,0,0,0
95061,3,0,0,1,0,0,0,0,0
95062,1,1,0,0,0,0,0,0,0
95063,1,1,0,1,1,0,1,0,0
95064,2,0,0,0,0,0,0,0,0
95065,2,2,1,0,0,0,0,0,0
95066,4,0,0,1,0,0,0,0,0
95067,0,1,0,0,0,1,0,0,0
95068,0,1,0,1,0,0,0,0,0
95069,0,1,0,0,0,1,0,0,0
95070,4,0,0,0,1,0,1,0,0
95071,0,1,0,1,0,0,0,0,0
95072,2,1,0,1,0,0,0,0,0
95073,2,0,0,0,0,0,0,0,0
95074,4,2,0,1,1,0,0,0,0
95075,3,0,0,0,0,0,0,0,0
95076,4,1,0,0,1,0,1,0,0
95077,2,0,0,1,0,0,0,0,0
95078,1,0,0,0,1,0,0,0,0
95079,4,1,0,0,0,0,0,0,0
95080,2,0,0,1,0,0,0,0,0
95081,0,1,0,0,1,0,0,0,0
95082,2,0,0,0,0,0,0,0,0
95083,5,2,0,0,0,0,0,0,0
95084,4,0,0,0,0,0,0,0,0
95085,0,1,0,0,0,1,0,0,0
95086,3,1,0,0,0,0,0,0,0
95087,0,4,0,0,0,0,0,0,0
95088,3,1,0,0,0,0,0,0,0
95089,1,1,0,0,1,0,0,0,0
95090,0,0,0,0,1,1,0,0,0
95091,2,1,0,0,0,0,0,0,0
95092,1,1,0,0,0,2,0,0,0
95093,0,0,0,1,1,0,0,0,0
95094,4,0,0,0,0,0,0,0,0
95095,2,0,0,0,0,1,0,0,0
95096,4,0,0,0,0,0,0,0,0
95097,6,2,1,0,0,0,0,0,0
95098,0,2,0,0,0,0,0,0,0
95099,0,0,0,1,1,0,0,0,0
95100,3,1,0,1,0,0,0,0,0
95101,3,0,0,0,0,0,0,0,0
95102,6,2,0,1,1,0,0,0,0
95103,2,0,1,0,0,0,0,0,0
95104,1,0,0,0,2,0,0,0,0
95105,4,1,0,1,0,0,0,0,0
95106,0,0,0,1,1,1,0,0,0
95107,1,0,0,0,1,0,0,0,0
95108,4,1,0,0,0,0,0,0,0
95109,5,1,0,0,1,0,0,0,0
95110,1,2,0,0,2,0,0,0,0
95111,2,1,0,0,0,0,0,0,0
95112,4,1,0,0,0,0,0,0,0
95113,2,1,1,0,1,0,0,0,0
95114,0,0,0,0,0,2,0,0,0
95115,3,1,1,0,0,0,0,0,0
95116,0,1,0,1,0,0,0,0,0
95117,0,1,0,1,0,0,0,0,0
95118,3,1,0,0,0,0,1,0,0
95119,2,0,0,0,0,0,0,0,0
95120,4,1,0,0,0,0,0,0,0
95121,4,0,0,0,0,0,0,0,0
95122,1,1,0,0,0,0,0,0,0
95123,0,1,0,0,1,0,0,0,0
95124,1,2,0,0,0,0,0,0,0
95125,4,2,1,0,0,0,0,1,0
95126,3,0,0,0,0,0,0,0,0
95127,0,0,0,2,1,0,0,0,0
95128,3,1,1,0,0,0,1,0,0
95129,4,3,1,0,2,0,0,0,0
95130,2,2,0,0,1,0,0,0,0
95131,1,0,0,0,1,0,0,0,0
95132,1,1,0,0,0,0,0,0,0
95133,5,1,1,1,0,0,0,0,0
95134,1,1,0,1,0,0,0,0,0
95135,0,1,0,0,1,0,0,0,0
95136,0,2,0,0,1,0,0,0,0
95137,1,0,0,0,1,0,0,0,0
95138,1,1,0,0,0,0,0,0,0
95139,3,0,0,0,1,0,0,0,0
95140,0,3,0,0,1,0,1,0,0
95141,3,0,0,0,0,0,0,1,0
95142,4,1,0,0,1,0,1,0,0
95143,2,0,0,0,1,0,0,0,0
95144,3,1,0,1,1,0,0,0,0
95145,2,0,1,1,0,0,0,0,0
95146,3,0,0,0,0,0,0,0,0
95147,4,0,0,0,0,0,0,0,0
95148,1,2,0,0,0,0,0,0,0
95149,0,0,0,0,2,0,0,0,0
95150,1,0,1,0,0,0,0,0,0
95151,2,1,0,0,0,0,0,0,0
95152,0,0,0,0,0,1,1,0,0
95153,2,3,1,0,0,0,1,0,0
95154,0,0,0,1,0,1,0,0,0
95155,1,0,1,1,0,0,0,0,0
95156,2,0,0,0,0,0,0,0,0
95157,0,1,0,0,1,1,0,0,0
95158,0,0,0,1,1,0,0,0,0
95159,2,2,0,2,0,0,1,0,0
95160,2,0,0,0,0,0,0,0,0
95161,3,0,0,0,0,0,0,0,0
95162,2,0,0,0,0,0,0,0,0
95163,2,2,0,1,0,0,0,0,0
95164,0,0,1,1,0,0,0,0,0
95165,2,0,1,0,0,0,0,0,0
95166,3,1,1,1,1,0,0,0,0
95167,3,0,1,0,0,0,1,0,0
95168,0,1,0,0,2,0,0,0,0
95169,0,1,0,0,1,0,0,0,0
95170,1,1,0,1,0,0,0,0,0
95171,1,3,1,1,0,0,0,0,0
95172,2,0,0,1,0,0,0,0,0
95173,3,0,0,0,0,0,0,0,0
95174,4,0,0,0,0,1,0,0,0
95175,3,0,0,1,0,0,0,0,0
95176,0,0,0,0,0,2,0,0,0
95177,4,1,0,0,0,0,0,0,0
95178,0,0,0,1,0,0,0,0,1
95179,3,0,1,0,0,0,0,0,0
95180,3,1,0,1,0,0,0,0,0
95181,1,0,0,0,0,0,0,1,0
95182,0,0,0,2,0,0,0,0,0
95183,0,2,0,0,1,0,0,0,0
95184,3,1,0,0,0,0,0,0,0
95185,1,0,0,1,0,0,0,0,1
95186,3,0,0,1,0,0,0,0,0
95187,3,2,1,0,1,0,0,0,0
95188,2,0,0,0,0,0,0,0,0
95189,3,2,1,0,1,0,0,0,0
95190,0,1,0,0,1,0,0,0,0
95191,4,0,0,0,1,0,0,0,0
95192,0,1,0,0,1,0,0,0,0
95193,0,1,0,0,1,0,0,0,0
95194,3,0,0,0,0,0,0,0,0
95195,3,1,1,0,0,0,0,0,0
95196,2,0,0,0,1,0,0,1,0
95197,0,1,0,0,0,1,0,0,0
95198,0,0,0,0,2,0,0,0,1
95199,0,0,0,1,2,0,0,0,0
95200,3,0,0,0,0,0,0,0,0
95201,3,1,1,1,0,0,0,0,0
95202,0,1,0,0,1,0,0,0,0
95203,1,0,0,1,0,0,0,0,0
95204,1,0,0,0,2,1,0,0,0
95205,3,3,1,2,0,0,0,0,0
95206,0,2,0,0,0,0,0,0,0
95207,1,1,0,0,0,0,0,0,0
95208,3,1,0,2,1,0,0,0,0
95209,0,1,0,0,1,0,0,0,0
95210,0,1,0,0,1,0,0,0,0
95211,3,2,0,0,0,0,0,0,0
95212,2,0,0,0,0,0,0,0,0
95213,1,0,0,1,0,0,0,0,0
95214,0,1,0,0,1,0,0,0,0
95215,3,1,1,0,0,0,0,0,0
95216,2,0,0,1,0,0,0,0,0
95217,3,0,0,1,0,0,0,0,0
95218,0,2,0,0,0,0,0,0,0
95219,2,1,0,0,0,0,0,0,0
95220,2,1,0,0,0,0,0,0,0
95221,3,2,0,2,1,0,0,0,0
95222,0,3,0,0,0,0,0,0,0
95223,0,0,0,1,1,0,0,0,0
95224,0,0,0,1,0,0,0,0,1
95225,2,1,0,0,1,0,0,0,0
95226,4,0,0,0,0,0,0,0,0
95227,0,0,0,1,0,0,1,0,0
95228,4,1,1,0,0,0,0,0,0
95229,4,2,1,0,0,0,0,0,0
95230,2,0,1,0,0,0,0,0,0
95231,1,0,0,2,1,0,1,0,0
95232,1,0,0,2,0,0,0,0,0
95233,6,2,1,0,0,0,0,0,0
95234,0,3,0,0,0,0,0,0,0
95235,3,1,0,0,0,0,0,0,0
95236,4,1,0,1,4,0,0,0,0
95237,2,0,0,1,0,0,0,0,0
95238,4,0,0,0,0,0,0,0,0
95239,2,0,0,0,1,0,0,0,0
95240,0,1,0,0,1,0,0,0,0
95241,5,1,1,1,1,0,0,0,0
95242,2,0,1,0,0,0,1,0,0
95243,0,0,0,1,0,0,1,0,0
95244,4,2,1,1,1,1,0,0,0
95245,4,2,0,2,1,0,0,0,0
95246,5,2,0,0,0,0,0,0,0
95247,2,1,0,1,0,0,0,0,0
95248,2,2,0,0,0,0,0,0,0
95249,0,0,0,1,0,1,0,0,0
95250,3,1,0,0,0,0,0,0,0
95251,4,1,0,0,0,0,0,0,0
95252,0,0,0,1,1,0,0,0,0
95253,4,0,0,0,0,0,0,0,0
95254,2,0,0,1,0,0,0,0,0
95255,2,0,1,0,0,0,0,0,0
95256,2,0,1,0,0,0,0,1,0
95257,3,0,1,0,0,0,0,0,0
95258,2,0,0,0,0,0,0,0,0
95259,2,1,1,1,0,0,0,0,0
95260,0,0,0,1,0,0,0,1,0
95261,0,2,0,0,0,0,0,0,0
95262,1,0,1,1,0,0,0,0,0
95263,3,0,0,0,0,0,0,0,0
95264,0,1,0,1,0,0,0,0,0
95265,4,0,0,0,1,0,1,0,0
95266,3,0,0,0,0,0,0,0,0
95267,0,0,0,1,0,1,0,0,0
95268,0,0,1,0,0,0,0,0,1
95269,1,1,0,1,0,0,0,0,0
95270,0,0,0,1,1,0,0,0,0
95271,2,1,0,0,0,0,0,0,0
95272,0,2,0,1,0,0,0,0,0
95273,1,0,0,0,0,0,0,1,0
95274,4,2,0,0,0,0,0,0,0
95275,0,1,0,2,1,0,0,0,0
95276,2,1,1,0,1,0,0,0,0
95277,3,0,0,0,0,0,0,0,0
95278,3,0,0,2,0,0,0,0,0
95279,6,2,0,1,1,0,0,0,0
95280,2,3,0,0,0,0,0,0,0
95281,2,0,0,0,0,0,0,0,0
95282,0,0,0,2,1,0,0,0,0
95283,0,1,0,0,1,0,0,0,0
95284,0,1,0,0,0,0,0,1,0
95285,2,0,0,0,0,0,0,0,0
95286,2,1,0,2,0,0,0,0,0
95287,1,1,0,0,0,0,0,0,0
95288,0,0,0,1,0,1,0,0,0
95289,0,0,0,1,0,0,0,0,1
95290,5,2,0,0,2,0,1,0,0
95291,6,3,1,0,0,0,0,0,0
95292,3,1,1,0,1,0,0,0,0
95293,2,3,0,0,0,0,0,0,0
95294,4,0,0,0,0,0,0,0,0
95295,2,0,0,0,1,0,0,0,0
95296,2,1,0,2,1,0,0,0,0
95297,0,0,0,2,0,1,0,0,0
95298,2,0,0,0,1,0,0,0,0
95299,4,0,0,1,1,0,0,0,0
95300,4,1,0,0,0,0,1,0,0
95301,0,0,0,1,0,2,0,0,0
95302,3,1,0,0,0,0,0,0,0
95303,0,0,0,2,0,0,0,0,0
95304,0,2,0,1,1,0,0,0,0
95305,3,1,1,0,0,0,0,0,0
95306,3,0,0,0,1,0,0,1,0
95307,0,2,0,0,0,0,0,0,0
95308,2,0,0,0,1,0,0,0,0
95309,3,0,0,0,0,0,0,0,0
95310,4,1,1,0,0,0,0,0,0
95311,2,2,1,0,0,0,0,0,0
95312,0,1,0,0,1,0,0,0,0
95313,0,0,0,0,1,2,0,0,0
95314,7,1,1,0,0,0,0,0,0
95315,4,1,0,0,0,0,0,0,0
95316,3,0,0,0,0,0,0,0,0
95317,0,1,0,0,1,0,0,0,0
95318,0,0,0,0,0,1,0,1,0
95319,0,0,0,0,1,0,0,0,1
95320,1,0,0,0,1,0,0,0,0
95321,0,1,0,0,2,0,0,0,0
95322,3,1,0,0,0,0,0,0,0
95323,2,0,0,0,0,0,0,0,0
95324,4,0,0,0,0,0,0,0,0
95325,1,0,0,1,0,0,0,0,0
95326,0,0,0,1,1,0,0,0,0
95327,0,1,0,1,2,0,0,0,0
95328,4,2,1,1,0,0,0,0,0
95329,0,0,0,1,0,1,0,0,0
95330,2,2,0,0,1,0,0,1,0
95331,1,0,0,1,0,2,0,0,0
95332,1,0,0,1,0,0,0,0,0
95333,4,0,1,2,1,0,1,0,0
95334,1,3,0,1,0,1,0,0,0
95335,3,0,0,0,0,0,0,0,0
95336,1,2,1,1,1,0,0,0,0
95337,1,0,0,1,0,0,0,0,0
95338,3,0,0,0,0,0,0,0,0
95339,3,4,1,1,0,0,0,0,0
95340,4,3,1,1,0,0,0,0,0
95341,2,0,1,0,0,0,0,0,0
95342,1,1,0,0,0,0,0,0,0
95343,3,0,0,0,0,0,0,0,0
95344,3,1,0,1,0,0,0,0,0
95345,3,0,1,0,0,0,0,0,0
95346,2,0,1,0,1,0,0,0,0
95347,0,1,0,1,0,0,1,0,0
95348,1,1,0,0,0,0,0,0,0
95349,2,0,0,0,0,0,0,0,0
95350,4,2,0,1,0,0,0,0,0
95351,1,0,0,2,1,0,0,0,0
95352,3,2,0,1,0,1,0,0,0
95353,2,1,0,0,1,0,0,1,0
95354,3,0,1,0,0,0,0,0,0
95355,3,0,1,1,0,0,0,0,0
95356,1,2,0,1,0,0,0,0,0
95357,0,3,0,1,1,0,0,0,0
95358,0,0,0,0,2,0,0,0,0
95359,5,2,0,1,1,0,0,0,0
95360,1,1,0,0,1,0,0,0,0
95361,3,0,0,0,1,0,0,0,0
95362,2,0,0,0,0,0,0,0,0
95363,4,1,0,0,0,0,0,0,0
95364,4,0,1,1,0,0,0,1,0
95365,1,1,1,1,0,0,0,0,0
95366,4,3,1,1,0,0,1,0,0
95367,5,2,0,2,1,0,0,0,0
95368,5,0,0,0,0,0,0,0,0
95369,2,0,0,0,1,0,0,0,0
95370,2,1,0,2,1,0,0,0,0
95371,4,2,0,0,0,0,0,0,0
95372,3,1,0,0,1,0,0,0,0
95373,4,1,1,0,0,0,0,0,0
95374,3,1,0,0,0,0,0,0,0
95375,0,0,0,4,0,1,0,0,0
95376,4,1,1,1,1,0,0,0,0
95377,0,1,0,1,0,0,0,0,0
95378,4,0,0,1,1,0,0,0,0
95379,3,1,1,1,0,0,0,0,0
95380,3,1,0,1,0,0,0,0,0
95381,3,1,1,0,0,0,0,0,0
95382,1,0,1,0,0,0,0,0,0
95383,3,1,0,0,0,0,0,0,0
95384,0,1,0,1,0,0,0,0,0
95385,5,2,1,1,0,0,0,0,0
95386,3,0,0,1,0,0,0,0,0
95387,3,0,0,0,0,0,0,0,0
95388,2,3,0,2,2,0,0,1,0
95389,3,1,0,0,0,0,0,0,0
95390,2,0,0,0,0,0,0,0,0
95391,2,0,0,0,1,0,0,0,0
95392,4,2,1,1,1,0,0,0,0
95393,3,1,0,0,2,0,0,1,0
95394,2,0,0,0,0,0,0,0,0
95395,1,0,1,0,0,0,0,0,0
95396,1,2,0,0,0,0,0,0,0
95397,3,0,0,0,0,0,0,0,0
95398,3,1,0,0,0,0,0,0,0
95399,4,1,1,3,1,0,0,0,0
95400,7,1,0,0,0,0,0,0,0
95401,2,2,0,0,0,0,0,0,0
95402,0,0,0,1,1,0,0,0,0
95403,4,0,0,0,0,0,0,0,0
95404,3,0,0,0,2,0,0,0,0
95405,2,0,0,0,0,0,0,0,0
95406,0,0,0,1,0,1,0,0,0
95407,5,1,0,0,0,0,0,0,0
95408,2,0,0,0,0,0,0,0,0
95409,5,2,0,2,1,0,0,0,0
95410,3,0,0,0,0,0,0,0,0
95411,1,1,0,0,0,1,0,0,0
95412,3,0,0,1,1,0,0,0,0
95413,4,0,0,0,0,0,0,0,0
95414,0,1,0,1,0,0,0,0,0
95415,2,1,0,0,0,0,0,0,0
95416,4,0,0,1,0,0,0,0,1
95417,3,0,1,0,0,0,0,0,0
95418,1,1,0,0,0,0,0,0,0
95419,0,2,0,0,0,0,0,0,0
95420,2,0,0,0,0,0,0,0,0
95421,1,1,0,0,0,1,0,0,0
95422,4,1,1,0,0,0,0,0,0
95423,2,2,0,0,0,0,0,0,0
95424,7,0,1,0,0,0,0,0,0
95425,3,0,0,0,0,0,0,0,0
95426,0,1,1,0,0,0,0,0,0
95427,3,2,1,0,0,0,0,0,0
95428,4,1,1,1,1,0,0,0,0
95429,0,1,0,1,0,0,0,0,0
95430,2,1,1,1,0,0,0,0,0
95431,3,4,0,2,1,0,0,0,0
95432,4,0,1,0,0,0,0,0,0
95433,4,0,0,0,1,0,0,0,0
95434,2,2,0,1,0,0,0,0,0
95435,4,0,0,0,0,0,0,0,0
95436,0,0,0,0,2,0,0,0,0
95437,0,1,0,1,2,0,0,0,0
95438,5,0,0,0,1,0,0,0,0
95439,0,2,0,0,0,0,0,0,0
95440,0,1,0,0,1,0,0,0,0
95441,2,0,0,0,0,0,0,0,0
95442,2,2,0,1,0,0,0,0,0
95443,2,1,0,0,0,0,0,0,0
95444,3,2,0,0,1,0,0,0,0
95445,2,1,0,1,0,0,0,0,0
95446,1,1,1,0,0,0,0,0,0
95447,2,0,0,0,1,0,0,0,0
95448,1,1,0,0,0,0,0,0,0
95449,4,0,1,0,0,0,0,0,0
95450,3,2,0,0,0,0,0,0,0
95451,4,1,1,0,2,0,0,0,0
95452,5,2,0,1,0,0,0,0,0
95453,1,1,1,0,0,0,0,0,0
95454,3,2,1,2,2,0,0,0,0
95455,6,2,1,0,1,0,0,0,0
95456,3,0,0,0,0,0,0,0,0
95457,0,0,0,1,0,2,0,1,0
95458,3,1,0,1,0,0,0,0,0
95459,2,2,0,0,0,0,0,0,0
95460,3,1,0,0,0,0,0,0,0
95461,2,0,0,1,0,0,0,0,0
95462,3,3,1,1,2,0,0,0,0
95463,2,0,1,1,0,1,1,0,0
95464,2,1,0,0,0,0,0,0,0
95465,3,1,1,1,1,0,0,0,0
95466,4,0,1,0,0,0,0,0,0
95467,2,1,0,0,0,0,0,0,0
95468,4,1,0,1,0,0,0,0,0
95469,3,2,1,1,0,0,0,0,0
95470,3,1,0,2,1,0,0,0,0
95471,5,0,1,0,0,0,0,0,0
95472,2,0,1,0,1,0,0,1,0
95473,2,0,0,0,0,0,0,0,0
95474,0,1,1,0,0,0,0,0,0
95475,3,1,0,0,0,0,0,0,0
95476,2,1,1,0,0,0,0,0,0
95477,5,0,1,0,0,0,0,0,0
95478,4,1,0,0,0,0,0,0,0
95479,3,1,1,1,0,0,0,0,0
95480,0,0,1,2,0,0,0,0,0
95481,5,0,0,1,1,0,0,0,0
95482,4,2,0,1,0,0,0,0,0
95483,4,2,1,1,0,0,1,0,0
95484,1,1,0,1,0,0,0,0,0
95485,0,0,0,2,0,0,0,0,0
95486,1,1,0,0,1,0,0,1,0
95487,3,0,0,0,0,0,0,0,0
95488,3,1,0,0,0,0,0,0,0
95489,3,2,0,1,2,0,0,0,0
95490,4,1,0,1,1,0,0,1,0
95491,2,0,0,0,0,0,0,0,0
95492,5,1,1,0,1,0,0,0,0
95493,0,2,1,0,0,0,0,0,0
95494,1,0,0,0,2,0,0,0,0
95495,1,1,0,0,0,0,0,0,0
95496,0,0,0,1,1,0,0,0,0
95497,3,0,0,0,0,0,0,0,0
95498,2,0,0,2,0,0,0,0,0
95499,1,1,0,0,0,0,0,0,0
95500,2,0,0,0,0,0,0,0,0
95501,3,1,0,1,0,0,0,0,0
95502,0,0,0,0,2,0,0,0,0
95503,1,2,0,0,1,0,0,0,0
95504,3,1,0,1,0,0,0,0,0
95505,1,0,0,1,0,0,0,0,0
95506,4,1,0,0,0,0,0,0,0
95507,5,2,0,1,0,0,0,0,0
95508,2,2,1,0,0,0,0,0,0
95509,0,2,0,0,0,0,0,0,0
95510,0,1,0,1,0,0,0,0,0
95511,3,1,0,2,0,0,0,0,0
95512,0,5,0,3,0,0,0,0,0
95513,2,1,0,0,0,0,0,0,0
95514,0,0,0,1,1,0,0,0,0
95515,1,2,0,0,0,0,0,0,0
95516,0,0,0,0,0,1,0,0,1
95517,4,0,0,0,0,0,0,0,0
95518,2,2,0,0,0,0,0,0,0
95519,0,0,0,0,1,1,0,0,0
95520,0,0,1,0,0,1,0,0,0
95521,0,1,0,1,0,1,0,0,0
95522,0,0,0,0,0,2,0,0,0
95523,2,2,0,1,0,0,0,0,0
95524,3,1,1,2,0,0,0,0,0
95525,1,1,1,0,0,0,0,0,0
95526,1,1,0,0,0,0,0,0,0
95527,4,1,0,0,1,0,0,0,0
95528,3,1,0,1,0,0,0,1,0
95529,2,0,0,0,0,0,0,0,0
95530,0,0,0,1,1,0,0,0,0
95531,0,1,1,0,0,0,0,0,1
95532,3,0,0,0,1,0,0,0,0
95533,6,3,0,0,0,0,0,0,1
95534,5,1,0,0,0,1,0,0,0
95535,6,2,0,1,0,1,0,0,0
95536,0,1,0,1,0,2,0,0,0
95537,3,1,1,0,0,1,0,0,0
95538,4,3,0,0,0,0,0,0,0
95539,2,2,0,1,0,0,0,0,0
95540,1,2,0,1,0,0,0,0,0
95541,0,1,0,1,0,0,0,0,0
95542,3,0,0,0,0,0,0,1,0
95543,0,0,0,1,1,0,0,0,0
95544,2,0,0,0,0,0,0,0,0
95545,5,1,0,0,1,0,1,0,0
95546,1,0,0,1,0,0,0,0,0
95547,2,2,0,2,0,0,0,0,0
95548,0,1,0,1,0,0,0,0,0
95549,2,0,0,0,1,0,0,0,0
95550,5,0,0,0,1,0,0,0,0
95551,3,1,0,1,0,0,0,0,0
95552,1,0,0,1,0,0,0,0,0
95553,0,0,1,1,0,0,0,0,0
95554,3,1,0,0,1,0,0,0,0
95555,3,1,0,0,0,0,1,0,0
95556,0,0,1,0,0,0,0,0,1
95557,4,2,0,1,0,0,0,0,0
95558,3,0,0,0,0,0,0,0,0
95559,2,1,0,0,0,0,0,0,0
95560,4,0,0,0,0,0,0,0,0
95561,3,0,0,1,0,0,0,0,0
95562,2,2,0,1,0,0,0,0,0
95563,4,1,0,0,0,0,0,0,0
95564,0,0,0,0,2,0,0,0,0
95565,3,0,0,0,0,1,0,0,0
95566,1,0,1,2,0,0,0,0,0
95567,2,1,0,0,0,0,0,0,0
95568,0,0,0,1,0,1,0,0,0
95569,5,2,1,1,1,0,0,0,0
95570,1,1,0,0,0,0,0,0,0
95571,4,1,0,0,0,0,0,0,0
95572,0,0,0,0,2,0,0,0,0
95573,4,1,0,0,0,0,0,0,0
95574,4,0,0,1,0,0,0,0,0
95575,4,2,1,1,0,0,0,0,0
95576,5,1,1,1,0,0,0,0,0
95577,0,0,1,1,1,0,0,0,0
95578,4,2,0,0,1,0,0,0,0
95579,2,0,0,0,1,0,0,0,0
95580,0,0,0,3,2,0,0,0,0
95581,2,1,0,1,0,0,0,0,0
95582,5,0,0,1,1,0,0,0,0
95583,2,0,0,0,0,0,0,0,0
95584,2,1,0,6,0,1,0,0,0
95585,3,1,0,0,0,0,0,0,0
95586,0,2,0,0,0,0,0,0,0
95587,2,0,0,0,0,0,0,0,0
95588,3,0,0,1,1,0,0,0,0
95589,3,2,0,0,0,0,0,0,0
95590,4,1,0,0,0,0,0,0,0
95591,5,3,0,0,1,0,0,0,0
95592,3,0,0,0,0,0,0,0,0
95593,4,2,1,0,0,0,0,0,0
95594,0,0,0,1,1,0,0,0,0
95595,1,1,0,1,1,0,0,0,0
95596,5,1,1,0,0,0,0,0,0
95597,0,0,0,2,0,0,0,0,0
95598,3,1,1,0,0,1,0,0,0
95599,0,0,0,1,1,0,0,0,0
95600,1,1,0,1,0,0,0,0,0
95601,5,1,1,1,0,0,0,0,0
